alim_grp_nom_fr,alim_code,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
chocolats et produits à base de chocolat,31000,Barre chocolatée biscuitée,518,"6,14","59,5","28,1","46,9","1,93",16,"5,89","0,39",263,"1,76",45,356,"0,63","0,058","3,74","0,62"
chocolats et produits à base de chocolat,31001,Barre chocolatée non biscuitée enrobée,496,"3,7","66,4","24,1","60,5","0,6","12,8","24,6","0,5","99,8","3,59","50,9",42,"0,56","0,046","11,2","0,54"
chocolats et produits à base de chocolat,31002,"Barre à la noix de coco, enrobée de chocolat",475,"3,88","60,2","23,8",53,3,"18,4","5,5","0,5","78,8","1,8","46,8",331,"0,8","< 0,5","0,18","< 0,5"
chocolats et produits à base de chocolat,31004,"Chocolat au lait, tablette",555,"7,41","52,9","34,3","49,5","2,46","21,6","16,2","0,26",227,"1,22","62,6",565,"0,86",0,"0,25","0,058"
chocolats et produits à base de chocolat,31005,"Chocolat noir à moins de 70% de cacao, à croquer, tablette",527,"6,63","42,9","33,8","38,3",12,"22,5","1,45","0,023","53,7","3,7",120,490,2,"< 0,25","0,72","0,15"
chocolats et produits à base de chocolat,31009,"Chocolat au lait aux céréales croustillantes, tablette",515,"7,15","60,6","26,6","50,8","2,59","16,7",23,"0,52",166,"2,65",48,370,"2,29",0,"0,5","0,6"
chocolats et produits à base de chocolat,31010,"Chocolat blanc, tablette",563,"6,16","57,1","34,2",56,1,"21,3",23,"0,22",281,"0,2","26,5",350,"0,9",traces,"1,14",0
chocolats et produits à base de chocolat,31012,Barres ou confiserie chocolatées au lait,534,"4,11",59,"30,7","50,2","2,71","20,4","9,46","0,44",116,"0,63",187,147,"5,26","0,045","5,75","1,52"
chocolats et produits à base de chocolat,31018,"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",559,"8,43","48,7","35,9","43,6","3,52",17,"17,5","0,25",187,"1,4",61,617,"0,98","< 0,5","0,25","< 0,1"
chocolats et produits à base de chocolat,31020,"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette",487,"5,75","54,2","34,6","11,3",2,"21,2",-,"0,34",130,-,-,-,-,-,-,-
chocolats et produits à base de chocolat,31026,"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette",579,"7,64",48,"39,1","45,1","2,43","21,8",-,"0,29",230,-,-,-,-,-,-,-
chocolats et produits à base de chocolat,31030,"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette",525,"8,48","34,1","42,3",2,"10,2","26,6","3,3","0,0063","45,6","22,8",152,793,"2,51",0,"0,74",0
chocolats et produits à base de chocolat,31032,Pâte à tartiner chocolat et noisette,549,"5,02","57,9","32,4","56,2","3,23","9,18",0,"0,12","99,5","3,85","97,1",503,1,0,"6,6",1
chocolats et produits à base de chocolat,31041,Confiserie au chocolat dragéifiée,502,"5,49","64,3","24,3","57,4","1,98",15,"12,1","0,28",231,"12,5","40,5",112,"0,97","0,46","5,69","0,95"
chocolats et produits à base de chocolat,31042,Cacahuètes enrobées de chocolat dragéifiées,499,"9,5","55,9",25,"50,5","5,9","9,87",-,"0,12",100,"2,9",95,500,"1,4","0,75","2,32",-
chocolats et produits à base de chocolat,31063,Bouchée chocolat fourrage fruits à coques et/ou praliné,558,"9,1","51,5","34,7","46,2","2,1","13,6",-,"0,34",275,-,52,-,-,-,-,-
chocolats et produits à base de chocolat,31066,Rocher chocolat fourré praliné,558,"6,53","51,4","35,3","49,2","3,88","15,5","7,55","0,14",120,"3,4",82,430,"1,2","< 0,25","7,05","< 0,5"
chocolats et produits à base de chocolat,31069,"Chocolat noir aux fruits (orange, framboise, poire), tablette",539,"6,8","45,3","34,4","35,7","10,3","22,5","2,4","0,078",76,4,102,-,-,-,-,"0,5"
chocolats et produits à base de chocolat,31070,"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette",565,"7,72","42,3","38,4","36,3","9,41",18,"0,88","0,038","63,5","3,2",146,500,"1,5","2,24","3,96","< 0,1"
chocolats et produits à base de chocolat,31071,Barre chocolatée aux fruits secs,494,"7,23","57,6",26,"45,1","1,53","9,53","5,55","0,38",122,"1,3","13,6","47,3","0,64","0,03","4,34",0
chocolats et produits à base de chocolat,31072,Chocolat noir fourrage confiseur à la menthe,501,"4,73","57,5","26,6","49,5","6,7","18,4","3,22","0,03",14,3,48,150,"0,7",-,"0,33","< 0,5"
chocolats et produits à base de chocolat,31073,Barre goûter frais au lait et chocolat,554,10,52,34,-,traces,-,-,-,323,-,45,-,-,-,-,-
chocolats et produits à base de chocolat,31074,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette",572,"8,44",35,"41,6","27,6","11,9","26,2","2,64","0,024",61,"4,18",178,727,"2,85",-,"0,74","< 0,28"
chocolats et produits à base de chocolat,31079,Chocolat au lait fourré,611,"4,8","45,5",45,"44,5","2,3","32,5",-,"0,25",-,-,-,-,-,-,-,-
chocolats et produits à base de chocolat,31080,"Chocolat noir fourré praliné, tablette",559,"6,38","52,4","34,8","48,8","5,07","16,9","7,92","0,039",70,"6,1",110,400,"1,7","< 0,5","4,21","< 0,5"
